Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-11-16 00:00:00+08:00,14.345135250265324,14.45019753441281,14.312807445004806,14.337053298950195,13005518,0.0,0.0
2018-11-19 00:00:00+08:00,14.328973089840567,14.450199291357746,14.199664936025604,14.393627166748047,10890741,0.0,0.0
2018-11-20 00:00:00+08:00,14.328971536916846,14.385543655395457,14.118845424371568,14.126927375793457,6863621,0.0,0.0
2018-11-21 00:00:00+08:00,13.989538077267259,14.054192150831286,13.77941195281549,13.868311882019043,10380007,0.0,0.0
2018-11-22 00:00:00+08:00,13.892556673460751,14.191581162735488,13.860228868417758,14.062273025512695,7035774,0.0,0.0
2018-11-23 00:00:00+08:00,13.997621377598778,14.256237696768524,13.916803392489518,14.029949188232422,8703740,0.0,0.0
2018-11-26 00:00:00+08:00,13.989538077267259,14.14309208003484,13.82790366409454,13.868311882019043,6350332,0.0,0.0
2018-11-27 00:00:00+08:00,13.908720099943546,13.957211811222596,13.77941195281549,13.868311882019043,4708292,0.0,0.0
2018-11-28 00:00:00+08:00,13.803659192786533,13.884477178215262,13.520797014523415,13.876395225524902,6274188,0.0,0.0
2018-11-29 00:00:00+08:00,13.924883683325511,13.941047586713303,13.601613322943036,13.666267395019531,6333400,0.0,0.0
2018-11-30 00:00:00+08:00,13.617778020493947,13.714758363527066,13.512714183820849,13.698596000671387,6009084,0.0,0.0
2018-12-03 00:00:00+08:00,14.021865333667503,14.506771637076179,13.900639143183994,14.345135688781738,14522887,0.0,0.0
2018-12-04 00:00:00+08:00,14.353218853001747,14.708817044408091,14.304728681006493,14.700735092163086,13719932,0.0,0.0
2018-12-05 00:00:00+08:00,14.498690365604697,14.7653886137683,14.393626531842683,14.571426391601562,7573370,0.0,0.0
2018-12-06 00:00:00+08:00,14.52293311362888,14.773468972363874,14.272398796368437,14.304726600646973,7511101,0.0,0.0
2018-12-07 00:00:00+08:00,14.337054528314919,14.474444629503763,14.337054528314919,14.401708602905273,5791985,0.0,0.0
2018-12-10 00:00:00+08:00,14.361299591906112,14.385543905118027,14.231991449860416,14.345135688781738,5077560,0.0,0.0
2018-12-11 00:00:00+08:00,14.312808997106716,14.450199101413503,14.183500844991476,14.288564682006836,6602882,0.0,0.0
2018-12-12 00:00:00+08:00,14.337054373308446,14.474444473011882,14.248154443654835,14.434036254882812,5673364,0.0,0.0
2018-12-13 00:00:00+08:00,14.393627500961651,14.749225702947022,14.393627500961651,14.708817481994629,8132776,0.0,0.0
2018-12-14 00:00:00+08:00,14.660325015898374,14.692652824183693,14.514852961563923,14.522934913635254,6560475,0.0,0.0
2018-12-17 00:00:00+08:00,14.474445293476146,14.830043490772475,14.42595512067772,14.627999305725098,5972089,0.0,0.0
2018-12-18 00:00:00+08:00,14.547180098373461,14.733060363009868,14.47444407456362,14.56334400177002,4651017,0.0,0.0
2018-12-19 00:00:00+08:00,14.547180566178094,14.886614841047905,14.547180566178094,14.733060836791992,11274798,0.0,0.0
2018-12-20 00:00:00+08:00,14.781552394657943,14.894696637945088,14.288564120664466,14.474444389343262,9720252,0.0,0.0
2018-12-21 00:00:00+08:00,14.34513619763878,14.83004251824827,14.337054245789906,14.652242660522461,10832198,0.0,0.0
2018-12-24 00:00:00+08:00,14.66032414413103,14.78963228663359,14.506771688330895,14.773469924926758,4441385,0.0,0.0
2018-12-25 00:00:00+08:00,14.692650766348194,14.692650766348194,14.046108564468438,14.377462387084961,7963038,0.0,0.0
2018-12-26 00:00:00+08:00,14.369383589002286,14.644163815334013,14.256237792499604,14.579509735107422,6316711,0.0,0.0
2018-12-27 00:00:00+08:00,14.733062516847616,15.024006654620328,14.67649038816401,14.943188667297363,11389419,0.0,0.0
2018-12-28 00:00:00+08:00,15.096740036282332,15.129066300646247,14.83812375547251,14.870450019836426,8688174,0.0,0.0
2019-01-02 00:00:00+08:00,14.910860618140847,15.032086813923554,14.611834563167104,14.749224662780762,6817541,0.0,0.0
2019-01-03 00:00:00+08:00,14.38554511997855,14.708817043867775,13.916802680108907,13.981456756591797,11666819,0.0,0.0
2019-01-04 00:00:00+08:00,13.88447456790311,14.264317024089586,13.77941074415554,14.118844985961914,9196389,0.0,0.0
2019-01-07 00:00:00+08:00,13.884475664016128,14.482526224607344,13.7470855662131,14.353218078613281,11878132,0.0,0.0
2019-01-08 00:00:00+08:00,14.353218783675175,14.458281079403235,14.264318850884285,14.450199127197266,5426541,0.0,0.0
2019-01-09 00:00:00+08:00,14.773472321460956,15.492749173495973,14.773472321460956,15.217968940734863,22633446,0.0,0.0
2019-01-10 00:00:00+08:00,15.104822950588042,15.306867125534204,14.90277877564188,15.161395072937012,12904033,0.0,0.0
2019-01-11 00:00:00+08:00,15.266457365660138,15.298785173559391,14.935105042066409,15.161395072937012,6715744,0.0,0.0
2019-01-14 00:00:00+08:00,15.16139467808184,15.24221265425047,14.951268556633275,14.97551441192627,5077619,0.0,0.0
2019-01-15 00:00:00+08:00,15.096742750153537,15.40384925345365,14.975516539415988,15.355359077453613,7369417,0.0,0.0
2019-01-16 00:00:00+08:00,15.274539930076083,15.605892266955568,15.274539930076083,15.565484046936035,8282159,0.0,0.0
2019-01-17 00:00:00+08:00,15.525074200325715,15.824100267845125,15.45233971298428,15.605892181396484,7986483,0.0,0.0
2019-01-18 00:00:00+08:00,15.670546433870824,16.00189877265333,15.662464481525543,15.977654457092285,9148740,0.0,0.0
2019-01-21 00:00:00+08:00,15.816017982428503,16.244352194048435,15.816017982428503,15.985735893249512,7734584,0.0,0.0
2019-01-22 00:00:00+08:00,16.03422530497045,16.03422530497045,15.646300872142458,15.775609016418457,8347197,0.0,0.0
2019-01-23 00:00:00+08:00,15.912999621421049,16.365578140864123,15.840263595254786,16.08271598815918,9116290,0.0,0.0
2019-01-24 00:00:00+08:00,16.187779894104327,16.535294581085058,16.042307841125325,16.35749626159668,7086560,0.0,0.0
2019-01-25 00:00:00+08:00,16.527212142944336,16.66460222707179,16.365576205803375,16.527212142944336,7318611,0.0,0.0
2019-01-28 00:00:00+08:00,16.632276212644634,17.012118701879082,16.57570409100064,16.745420455932617,9195781,0.0,0.0
2019-01-29 00:00:00+08:00,16.963628093002217,17.02020021318183,16.171615327538337,16.397905349731445,9519286,0.0,0.0
2019-01-30 00:00:00+08:00,16.414069755397446,16.656523711109692,16.171617341160054,16.22818946838379,5165628,0.0,0.0
2019-01-31 00:00:00+08:00,16.365579764172043,16.52721573645752,16.292843730791066,16.333251953125,5695137,0.0,0.0
2019-02-01 00:00:00+08:00,16.543376213150797,16.543376213150797,16.228187798774833,16.446395874023438,5214338,0.0,0.0
2019-02-11 00:00:00+08:00,16.50296974182129,16.56762382190632,16.17161738870115,16.50296974182129,8810736,0.0,0.0
2019-02-12 00:00:00+08:00,16.54337714801617,16.92322119857494,16.454478755704898,16.761585235595703,10399028,0.0,0.0
2019-02-13 00:00:00+08:00,16.890892075183658,17.198000072654537,16.61611188438326,17.004037857055664,10331847,0.0,0.0
2019-02-14 00:00:00+08:00,17.00403687767308,17.00403687767308,16.63227482974831,16.737337112426758,9764689,0.0,0.0
2019-02-15 00:00:00+08:00,16.64844094052658,16.850485122956574,15.597810267005734,15.719038009643555,22544535,0.0,0.0
2019-02-18 00:00:00+08:00,15.848344968315804,16.405985759921677,15.759445041476607,16.397905349731445,21138398,0.0,0.0
2019-02-19 00:00:00+08:00,16.47064050659158,16.64035841555866,16.252433968597803,16.35749626159668,13770673,0.0,0.0
2019-02-20 00:00:00+08:00,16.365577814999863,16.826238277230576,16.34133195960231,16.777748107910156,11916215,0.0,0.0
2019-02-21 00:00:00+08:00,16.753502930460105,16.987874917696498,16.53529484747617,16.71309471130371,10655502,0.0,0.0
2019-02-22 00:00:00+08:00,16.6403576150682,16.785829661049217,16.31708725815186,16.591867446899414,8196914,0.0,0.0
2019-02-25 00:00:00+08:00,16.66460252676239,17.38387922287836,16.6484386244627,17.375797271728516,15043744,0.0,0.0
2019-02-26 00:00:00+08:00,17.38388301922374,17.65866325242755,17.214165090962613,17.23841094970703,12459194,0.0,0.0
2019-02-27 00:00:00+08:00,17.23840876853457,17.513188966970493,16.76966634911,16.882810592651367,10106495,0.0,0.0
2019-02-28 00:00:00+08:00,16.915138725661926,17.05252882752323,16.74542081560985,16.76966667175293,9623383,0.0,0.0
2019-03-01 00:00:00+08:00,17.004038291479684,17.02828260562728,16.36557796669817,16.745420455932617,13277506,0.0,0.0
2019-03-04 00:00:00+08:00,16.79391208301689,17.545515105845134,16.79391208301689,17.076772689819336,25181894,0.0,0.0
2019-03-05 00:00:00+08:00,17.109099937694964,17.238408079854825,16.745419824448696,16.947463989257812,16315239,0.0,0.0
2019-03-06 00:00:00+08:00,16.971709159920916,17.497023658956884,16.94746330619018,17.480859756469727,17467015,0.0,0.0
2019-03-07 00:00:00+08:00,17.456618991370586,17.472782897142224,16.761586457939128,16.82624053955078,20910262,0.0,0.0
2019-03-08 00:00:00+08:00,16.713095469283974,16.818157768740285,16.171616984067235,16.203943252563477,13061556,0.0,0.0
2019-03-11 00:00:00+08:00,16.389824617910826,16.672685239861327,16.163534578875648,16.486804962158203,17522038,0.0,0.0
2019-03-12 00:00:00+08:00,16.567620356101816,17.125262643602994,16.486802387533242,17.020198822021484,21986659,0.0,0.0
