Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-11-15 00:00:00+08:00,6.111676683996305,6.197646290416287,6.111676683996305,6.182015419006348,19702697,0.0,0.0
2018-11-16 00:00:00+08:00,6.182015634554293,6.2289082504191144,6.142938641001635,6.189831256866455,29199229,0.0,0.0
2018-11-19 00:00:00+08:00,6.189831348573267,6.26798608217527,6.174200476386744,6.2601704597473145,31795646,0.0,0.0
2018-11-20 00:00:00+08:00,6.221092973321392,6.252354717093308,6.135122991613932,6.142938613891602,23293048,0.0,0.0
2018-11-21 00:00:00+08:00,6.111676721420539,6.1585693359375,6.111676721420539,6.1585693359375,14085681,0.0,0.0
2018-11-22 00:00:00+08:00,6.182015456861294,6.197646328366948,6.135122842344333,6.1585693359375,12430692,0.0,0.0
2018-11-23 00:00:00+08:00,6.142938452627816,6.166384573506557,6.049152851104736,6.049152851104736,21176490,0.0,0.0
2018-11-26 00:00:00+08:00,6.064784049987793,6.111676664064683,6.0491528059594595,6.064784049987793,10605101,0.0,0.0
2018-11-27 00:00:00+08:00,6.080414374462026,6.111676114368209,6.041337013244629,6.041337013244629,13159525,0.0,0.0
2018-11-28 00:00:00+08:00,6.033522259598679,6.096046121071777,6.033522259598679,6.08041524887085,11750977,0.0,0.0
2018-11-29 00:00:00+08:00,6.103861087604085,6.11167670967658,6.025706730225995,6.049152851104736,11766466,0.0,0.0
2018-11-30 00:00:00+08:00,6.041337519269621,6.088230133056641,6.033521897303767,6.088230133056641,13002760,0.0,0.0
2018-12-03 00:00:00+08:00,6.158569597333792,6.189831341671983,6.127307852995602,6.150753974914551,30418274,0.0,0.0
2018-12-04 00:00:00+08:00,6.135123102745455,6.158569597333792,6.111676980826506,6.150753974914551,16138686,0.0,0.0
2018-12-05 00:00:00+08:00,6.096046082223733,6.111676954325049,6.072599587737064,6.103861331939697,14812546,0.0,0.0
2018-12-06 00:00:00+08:00,6.072599382756982,6.080415004878518,6.017891145914352,6.025706768035889,14767551,0.0,0.0
2018-12-07 00:00:00+08:00,6.0413377513249,6.0413377513249,6.017891257196097,6.033522129058838,7907335,0.0,0.0
