Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-09-28 00:00:00+08:00,174.31982069828157,199.4872507589873,169.4170755541175,185.21481323242188,32056786,0.0,0.0
2020-09-29 00:00:00+08:00,190.72223012566735,192.8413118202976,181.58133660942372,186.40237426757812,10881493,0.0,0.0
2020-09-30 00:00:00+08:00,181.40158750781214,188.21095474581196,178.02958836080128,179.767333984375,5886329,0.0,0.0
2020-10-09 00:00:00+08:00,180.31207489970862,197.13394652149702,180.31207489970862,194.69346618652344,7011104,0.0,0.0
2020-10-12 00:00:00+08:00,194.46466764716118,207.01569869775423,193.3860726506049,206.40557861328125,5781976,0.0,0.0
2020-10-13 00:00:00+08:00,203.44214562844516,241.20962299561248,201.67170816028477,218.4445343017578,5770881,0.0,0.0
2020-10-14 00:00:00+08:00,214.206386893365,253.30851899075597,214.0865413424015,247.32716369628906,4511248,0.0,0.0
2020-10-15 00:00:00+08:00,241.86877552757383,245.68201858507808,228.87105418840653,235.3535614013672,3724828,0.0,0.0
2020-10-16 00:00:00+08:00,232.93489069646492,243.90614542745888,221.22822413152352,234.13333129882812,3189328,0.0,0.0
2020-10-19 00:00:00+08:00,235.33178019449076,245.57306896643712,229.33953246650324,235.767578125,2727417,0.0,0.0
2020-10-20 00:00:00+08:00,235.8765280978809,235.8765280978809,225.63523946705368,233.7574462890625,2300689,0.0,0.0
2020-10-21 00:00:00+08:00,235.277282826758,247.8555438113267,233.15275501120868,242.1956024169922,2634246,0.0,0.0
2020-10-22 00:00:00+08:00,238.38236748637175,247.04387892995467,232.54264262413074,240.23451232910156,1622786,0.0,0.0
2020-10-23 00:00:00+08:00,240.23451846378381,240.65942405173004,222.29046776572335,226.62123107910156,2616143,0.0,0.0
2020-10-26 00:00:00+08:00,223.40720377295852,258.6906466782538,223.3472809974425,247.8610076904297,3533229,0.0,0.0
2020-10-27 00:00:00+08:00,245.68746026049655,267.4719847132821,242.97461187360318,266.9381408691406,2691867,0.0,0.0
2020-10-28 00:00:00+08:00,263.1194715082973,269.874362159743,255.86886012886598,257.1762390136719,2914457,0.0,0.0
